,Ligand SMILES,IC50 (nM),ref,inner_ID
2543,O=C(Nc1cnccc1C1CC1)C1CCNc2cc(Cl)c(Cl)cc21,978.1110897,Moonshot,id_2543
2544,C/N=c1/nc(-c2ccccc2)n(-c2ccccc2)s1,980,Pubchem&Chembl,id_2544
2545,Brc1cccc2C(=O)C(=O)C(Cc3cc4ccccc4s3)c12,980,BindingDB,id_2545
2546,Brc1cccc2C(=O)C(=O)N(Cc3cc4ccccc4s3)c12,980,BindingDB,id_2546
2547,ClCC(=O)N(CCc1ccccc1)C(C(=O)NC1CCCCC1)c1cccnc1,980,BindingDB,id_2547
2548,ClCC(=O)N(C(C(=O)NC1CCCCC1)c1cccnc1)c1ccc(cc1)N1CCCC1,980,BindingDB,id_2548
2549,FC1(F)CC[C@@H](C1)NC(=O)[C@@H](N(C(=O)CCl)c1ccc(cc1)-c1cncs1)c1cncnc1,980,BindingDB,id_2549
2550,C1CCC(CC1)CCN(C2=CC(=CC=C2)Cl)C(=O)NC3=CN=CC4=CC=CC=C43,981,Pubchem&Chembl,id_2550
2551,O=C(Nc1cncc2ccccc12)[C@]1(O)CCOc2ccc(Cl)cc21,987.9779377,Moonshot,id_2551
2552,COCCN1CCC(C2=C1C=CC(=C2)Cl)C(=O)NC3=CN=CC4=CC=CC=C43,988,Pubchem&Chembl,id_2552
2553,O[C@]1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,988,BindingDB,id_2553
2554,ClCC(=O)N(C(C(=O)NC1CC2(COC2)C1)c1cncnc1)c1ccc(cc1)-c1cnco1,990,BindingDB,id_2554
2555,O=C(Nc1cncc2ccncc12)[C@H]1CCOc2ccc(Cl)cc21,991.4065378,Moonshot,id_2555
2556,COCCN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,992.9685669,Moonshot,id_2556
2557,CN(CCOC)S(=O)(=O)N1CC2=C(C=C(C=C2)Cl)C3(C1)CCN(C3=O)C4=CN=CC5=CC=CC=C54,993,Pubchem&Chembl,id_2557
2558,C1=CC=C2C(=C1)C=NC=C2NC(=O)CC3=CC(=CN=C3)Cl,998,Pubchem&Chembl,id_2558
2559,Clc1cncc(CC(=O)Nc2cncc3ccccc23)c1,998,BindingDB,id_2559
2560,O=C(Cc1cncc(Cl)c1)Nc1cncc2ccccc12,998.1467755,Moonshot,id_2560
2561,NC(=O)N1CCC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,998.3707173,Moonshot,id_2561
2562,C1CNC(=O)[C@@H]1CC(/C(=N/O)/C(=O)N)NC(=O)[C@H](CC2CC2)NC(=O)/C=C/C3=CC=CC=C3,1000,Pubchem&Chembl,id_2562
2563,COC1=NC(=CC=C1)OC2=CC(=CC(=C2)NC(=O)CC3=CN=CC4=CC=CC=C43)Cl,1000,Pubchem&Chembl,id_2563
2564,N#C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1CCCN1C(=O)c1cc2c(OC(F)F)cccc2[nH]1,1000,Pubchem&Chembl,id_2564
2565,CCOC(=O)\C=C\[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)\C=C\c1ccc(cc1)N(C)C,1000,BindingDB,id_2565
2566,O=C(Cn1nnc2ccccc12)N(CC1CCCC1)c1ccc(cc1)-c1cccnc1,1000,BindingDB,id_2566
2567,COc1cccc(Oc2cc(Cl)cc(NC(=O)Cc3cncc4ccccc34)c2)n1,1000,BindingDB,id_2567
2568,CCOC(=O)\C=C\C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C=Cc1ccc(cc1)N(C)C,1000,BindingDB,id_2568
2569,Cc1cccc(CCN(C(C(=O)NC2CCCCC2)c2cccnc2)C(=O)CCl)c1,1000,BindingDB,id_2569
2570,NC(=O)C(=N/O)\C(C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)\C=C\c1ccccc1,1000,BindingDB,id_2570
2571,CC(C)(C)NC(=O)CN1CC(C(=O)Nc2cncc3cc(F)ccc23)c2cc(Cl)ccc2C1=O,1007.742801,Moonshot,id_2571
2572,O=C(CN1CC(C(=O)Nc2cncc3cc(F)ccc23)c2cc(Cl)ccc2C1=O)NC1COC1,1009.152213,Moonshot,id_2572
2573,C1C(C2=C(C=CC(=C2)Cl)C(=O)N1CC(=O)NC3COC3)C(=O)NC4=C5C=CC(=CC5=CN=C4)F,1010,Pubchem&Chembl,id_2573
2574,CC(C)(C)NC(=O)CN1CC(C2=C(C1=O)C=CC(=C2)Cl)C(=O)NC3=C4C=CC(=CC4=CN=C3)F,1010,Pubchem&Chembl,id_2574
2575,CCS(=O)(=O)Nc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,1015.068425,Moonshot,id_2575
2576,CNC(=O)C(C)(C)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,1015.186295,Moonshot,id_2576
2577,C1CCC(CC1)CCN(C2=CC(=CC=C2)Cl)C(=O)CC3=CN=CC4=CC=CC=C43,1020,Pubchem&Chembl,id_2577
2578,CC(C)(C(=O)NC)N1CC(C2=C(C1=O)C=CC(=C2)Cl)C(=O)NC3=CN=CC4=CC=CC=C43,1020,Pubchem&Chembl,id_2578
2579,CCS(=O)(=O)NC1=CC2=C(C=NC=C2C=C1)NC(=O)CC3=CC(=CC=C3)Cl,1020,Pubchem&Chembl,id_2579
2580,Clc1cccc(c1)N(CCC1CCCCC1)C(=O)Cc1cncc2ccccc12,1020,BindingDB,id_2580
2581,O=C(Cc1cc(Cl)ccc1Cl)Nc1cncc2ccccc12,1020.267524,Moonshot,id_2581
2582,CC(C)CC(NC(C)=O)C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)c1c(Cl)cccc1Cl,1028,BindingDB,id_2582
2583,C1COC2=C(C1C(=O)NC3=CN=CC4=C3C=C(S4)Cl)C=C(C=C2)Cl,1030,Pubchem&Chembl,id_2583
2584,CC(C)C[C@H](NC(=O)OCC12CC3CC(CC(O)(C3)C1)C2)C(=O)N[C@@H](C[C@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],1030,Pubchem&Chembl,id_2584
2585,Clc1cc2c(NC(=O)C3CCOc4ccc(Cl)cc34)cncc2s1,1030,BindingDB,id_2585
2586,O=C(Nc1cncc2sc(Cl)cc12)C1CCOc2ccc(Cl)cc21,1034.8006,Moonshot,id_2586
2587,O=C(Nc1cncc2cnccc12)C1CCNc2cc(Cl)c(Cl)cc21,1038.452535,Moonshot,id_2587
2588,C1CNC2=CC(=C(C=C2C1C(=O)NC3=C4C=CN=CC4=CN=C3)Cl)Cl,1040,Pubchem&Chembl,id_2588
2589,CCOC(=O)C1=NC(=NC=C1Cl)S(=O)(=O)C,1040,Pubchem&Chembl,id_2589
2590,CC1CCN(CC1)S(=O)(=O)c1ccc2C(Cc3ccccc3)C(=O)C(=O)c2c1,1040,BindingDB,id_2590
2591,Clc1cc2NCCC(C(=O)Nc3cncc4cnccc34)c2cc1Cl,1040,BindingDB,id_2591
2592,CCOC(=O)c1nc(ncc1Cl)S(C)(=O)=O,1040,BindingDB,id_2592
2593,CC1CCN(CC1)S(=O)(=O)c1ccc2N(C)C(=O)C(=O)c2c1,1040,BindingDB,id_2593
2594,CC(C)(C)c1ccc(cc1)N(C(C(=O)NC1CCCCC1)c1cncc(O)c1)C(=O)CCl,1040,BindingDB,id_2594
2595,C1CC1(CS(=O)(=O)N2CC(C3=C(C2)C=CC(=C3)Cl)C(=O)NC4=C5C(=CN=C4)C=NN5)C#N,1050,Pubchem&Chembl,id_2595
2596,CC(C)(C)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=CN=CN4,1050,Pubchem&Chembl,id_2596
2597,Cl.Oc1cc2c(cc1O)[C@H]1c3ccccc3CN[C@@H]1CC2,1050,Pubchem&Chembl,id_2597
2598,COC1=CC=C(C=C1)C2=C(SC=C2)S(=O)(=O)N3CCN(CC3)C(=O)CCl,1050,Pubchem&Chembl,id_2598
2599,O=C(NCCCc1ccccc1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,1050,Pubchem&Chembl,id_2599
2600,Oc1cc2CC[C@H]3NCc4ccccc4[C@@H]3c2cc1O,1050,BindingDB,id_2600
2601,COc1ccc(-c2ccsc2S(=O)(=O)N2CCN(C(=O)CCl)CC2)cc1,1052.309507,Moonshot,id_2601
2602,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4cn[nH]c34)C2)CC1,1053.474898,Moonshot,id_2602
2603,C1=CC=C2C(=C1)C=NC=C2NC(=O)CC3=CC(=CC=C3)Cl,1060,Pubchem&Chembl,id_2603
2604,Clc1ccc2N(Cc3ccccc3)CCC(C(=O)Nc3cncc4ccccc34)c2c1,1060,BindingDB,id_2604
2605,Cc1cc(F)cc(F)c1NC(=O)C(N(C(=O)CCl)c1ccc(cc1)-c1cnco1)c1cncnc1,1060,BindingDB,id_2605
2606,O=C(Nc1cncc2ccccc12)C1CCN(Cc2ccccc2)c2ccc(Cl)cc21,1064.3362,Moonshot,id_2606
2607,O=C(Nc1cncc2ccccc12)C1CN(C(=O)c2cnco2)Cc2ccc(Cl)cc21,1066.714786,Moonshot,id_2607
2608,C1C(C2=C(CN1C(=O)C3=CN=CO3)C=CC(=C2)Cl)C(=O)NC4=CN=CC5=CC=CC=C54,1070,Pubchem&Chembl,id_2608
2609,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)C(=O)c1cnco1,1070,BindingDB,id_2609
2610,ClCC(=O)N([C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCOCC1)c1cncnc1)c1ccc(cc1)-c1cnco1,1070,BindingDB,id_2610
2611,COCC(=O)C(CC1CCNC1=O)NC(=O)C(CC(C)(C)C)NC(=O)C1CCCO1,1076,BindingDB,id_2611
2612,Nc1nc(S)c2ncn(C3OC(CO)C(O)C3O)c2n1,1080,Pubchem&Chembl,id_2612
2613,COCC(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)(C)C)NC(=O)[C@H]1CCCO1,1080,BindingDB,id_2613
2614,CC(C)(C)C[C@H](NC(=O)CN1CCCC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N,1080,BindingDB,id_2614
2615,CC(=O)n1ccc2c(cccc12)C(=O)Oc1cncc(Cl)c1,1080,BindingDB,id_2615
2616,Fc1ccc(CCN(C(C(=O)NC2CCCCC2)c2cccnc2)C(=O)CCl)cc1,1080,BindingDB,id_2616
2617,O=C(Nc1cncc2ccccc12)C1(CO)CCOc2ccc(Cl)cc21,1088.035845,Moonshot,id_2617
2618,C1=CC(=CC(=C1)Cl)CC(=O)NC2=C3C=C(C=CC3=CN=C2)OCC(F)(F)F,1090,Pubchem&Chembl,id_2618
2619,OCC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,1090,BindingDB,id_2619
2620,CNC(=O)c1cc(C)c(NC(=O)C(N(C(=O)CCl)c2ccc(cc2)-c2cnco2)c2cncnc2)c(Cl)c1,1090,BindingDB,id_2620
2621,O=C(Cc1cccc(Cl)c1)Nc1cncc2ccc(OCC(F)(F)F)cc12,1091.979555,Moonshot,id_2621
2622,O=C(Nc1cncc2ccncc12)C1CCOc2cc(F)c(Cl)cc21,1099.715878,Moonshot,id_2622
2623,C1=CC(=CC(=C1)Cl)CC(=O)NC2=C3C=C(C=CC3=CN=C2)C(=O)N,1100,Pubchem&Chembl,id_2623
2624,C1CC1[N+]2=C3C=CC(C=C3C(=O)N(C2=O)C4=CN=CC5=CC=CC=C54)C(F)(F)F,1100,Pubchem&Chembl,id_2624
2625,C1CCC(CC1)CNC(=O)[C@@H]2CN(CCN2S(=O)(=O)C3=CSC=C3)C(=O)CCl,1100,Pubchem&Chembl,id_2625
2626,C1COC2=CC(=C(C=C2C1C(=O)NC3=C4C=NC=CC4=CN=C3)Cl)F,1100,Pubchem&Chembl,id_2626
2627,CC1=CC2=NC(=O)N(C(=O)C2=CC1C(F)(F)F)C3=CN=CC4=CC=CC=C43,1100,Pubchem&Chembl,id_2627
2628,CC(C)C(=O)Nc1ccc(cc1)N(C(C(=O)NCc1ccccc1)c1cccc(F)c1)C(=O)Cn1nnc2ccccc12,1100,BindingDB,id_2628
2629,COc1ccc(cc1)C(N(C(=O)Cn1nnc2ccccc12)c1ccc(NC(=O)C(C)C)cc1)C(=O)NCc1ccccc1,1100,BindingDB,id_2629
2630,O=C(Cn1nnc2ccccc12)N(C(C(=O)NCc1cccnc1)c1ccsc1)c1ccc(NC(=O)C2CC2)cc1,1100,BindingDB,id_2630
2631,Fc1cc2OCCC(C(=O)Nc3cncc4ccncc34)c2cc1Cl,1100,BindingDB,id_2631
2632,Clc1cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)cc(OC2CC(=O)N2)c1,1100,BindingDB,id_2632
2633,CC(C)C(=O)Nc1ccc(cc1)N([C@H](C(=O)NCc1ccccc1)c1ccc(O)cc1)C(=O)Cn1nnc2ccccc12,1100,BindingDB,id_2633
2634,Ic1ccc2N(Cc3ccc4ccccc4c3)C(=O)C(=O)c2c1,1100,BindingDB,id_2634
2635,O=C1CC(Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)N1,1103.932926,Moonshot,id_2635
2636,CC(C)(C)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=CC=NO4,1110,Pubchem&Chembl,id_2636
2637,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccno1,1110,BindingDB,id_2637
2638,CC(C)(C)c1ccc(N(C(=O)c2ccno2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,1112.828116,Moonshot,id_2638
2639,Cc1nc(CN2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccc(F)cc34)C2)cs1,1116.268898,Moonshot,id_2639
2640,O=C(Nc1cncc2ccccc12)C1CCN(Cc2cnc[nH]2)c2ccc(Cl)cc21,1116.735215,Moonshot,id_2640
2641,COC(=O)c1ccccc1SSc1nnco1,1118,BindingDB,id_2641
2642,[O-][S+](c1ccccc1)c1ccc2nnnn2n1,1120,Pubchem&Chembl,id_2642
2643,C1C(C2=C(C=CC(=C2)Br)NC1=O)C(=O)NC3=CN=CC4=CC=CC=C43,1120,Pubchem&Chembl,id_2643
2644,C1CN(C2=C(C1C(=O)NC3=CN=CC4=CC=CC=C43)C=C(C=C2)Cl)CC5=NC=NN5,1120,Pubchem&Chembl,id_2644
2645,CC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CCl,1120,Pubchem&Chembl,id_2645
2646,CC1=NC(=CS1)CN2CC(C3=C(C2)C=CC(=C3)Cl)C(=O)NC4=C5C=C(C=CC5=CN=C4)F,1120,Pubchem&Chembl,id_2646
2647,Cc1nc(CN2CC(C(=O)Nc3cncc4ccc(F)cc34)c3cc(Cl)ccc3C2)cs1,1120,BindingDB,id_2647
2648,Clc1ccc2N(Cc3ncn[nH]3)CCC(C(=O)Nc3cncc4ccccc34)c2c1,1120,BindingDB,id_2648
2649,Brc1ccc2NC(=O)CC(C(=O)Nc3cncc4ccccc34)c2c1,1120,BindingDB,id_2649
2650,Clc1ccc2N(Cc3cnc[nH]3)CCC(C(=O)Nc3cncc4ccccc34)c2c1,1120,BindingDB,id_2650
2651,Cc1cc(C)nc(SSc2ccc(Br)cc2)n1,1121,BindingDB,id_2651
2652,O=C1CC(C(=O)Nc2cncc3ccccc23)c2cc(Br)ccc2N1,1122.877724,Moonshot,id_2652
2653,O=C(Nc1cncc2ccccc12)C1NCCc2ccc(Cl)cc21,1125.988276,Moonshot,id_2653
2654,O=C(Cc1cccc(Cl)c1)Nc1cncc2ccc(OCCN3CCCC3)cc12,1127.312018,Moonshot,id_2654
2655,C1CCN(C1)CCOC2=CC3=C(C=NC=C3C=C2)NC(=O)CC4=CC(=CC=C4)Cl,1130,Pubchem&Chembl,id_2655
2656,C1CNC(C2=C1C=CC(=C2)Cl)C(=O)NC3=CN=CC4=CC=CC=C43,1130,Pubchem&Chembl,id_2656
2657,O=C(Cn1nnc2ccccc12)N(Cc1cscn1)c1ccc(cc1)-c1cccnc1,1130,BindingDB,id_2657
2658,Clc1ccc2CCNC(C(=O)Nc3cncc4ccccc34)c2c1,1130,BindingDB,id_2658
2659,C[C@H](NC(=O)[C@@H](N(C(=O)CCl)c1ccc(cc1)-n1cccc1)c1cccnc1)c1ccccc1,1130,BindingDB,id_2659
2660,CC(C)(O)c1ccc2cncc(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)c2c1,1136.823153,Moonshot,id_2660
2661,COc1cc2c(NC(=O)Cc3cccc(Cl)c3)cncc2cc1F,1136.906804,Moonshot,id_2661
2662,COc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1,1137.761874,Moonshot,id_2662
2663,C1CC(N(C1)S(=O)(=O)N2CC(C3=C(C2)C=CC(=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54)CO,1140,Pubchem&Chembl,id_2663
2664,C1CC1S(=O)(=O)N2CCC3=C(C2C(=O)NC4=CN=CC5=CC=CC=C54)C=C(C=C3)Cl,1140,Pubchem&Chembl,id_2664
2665,C1CCC(CC1)NC(=O)[C@@H]2CN(CCN2S(=O)(=O)C3=CSC=C3)C(=O)CCl,1140,Pubchem&Chembl,id_2665
2666,C1CN(CCN1CC2=CSC=C2)C(=O)CCl,1140,Pubchem&Chembl,id_2666
2667,CC(C)(C1=CC2=C(C=NC=C2C=C1)NC(=O)C3CN(CC4=C3C=C(C=C4)Cl)S(=O)(=O)CC5(CC5)C#N)O,1140,Pubchem&Chembl,id_2667
2668,COC1=C(C=C2C=NC=C(C2=C1)NC(=O)CC3=CC(=CC=C3)Cl)F,1140,Pubchem&Chembl,id_2668
2669,O=C1C(Cl)=C(N2CCOCC2)C(=O)N1c1ccc(Cl)c(Cl)c1,1140,Pubchem&Chembl,id_2669
2670,OCC1CCCN1S(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,1140,BindingDB,id_2670
2671,COc1ccc(cc1)N(Cc1cccc(Cl)c1)C(=O)Cn1nnc2ccccc12,1140,BindingDB,id_2671
2672,CSC1=C(C#N)C2(CCCCC2)C(C#N)=C(NC(=O)CCl)N1,1140,BindingDB,id_2672
2673,ClCC(=O)N1CCN(Cc2ccsc2)CC1,1140,BindingDB,id_2673
2674,CC(C)(C)c1ccc(cc1)N(C(C(=O)NC1CCCCC1)c1cccnc1)C(=O)CCl,1140,BindingDB,id_2674
2675,O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)N2CCCC2CO)Cc2ccc(Cl)cc21,1140.014305,Moonshot,id_2675
2676,O=C1C(c2cccc(Cl)c2)CCCN1c1cncc2ccccc12,1141.501352,Moonshot,id_2676
2677,O=C(Nc1cncc2ccccc12)C1c2cc(Cl)ccc2CCN1S(=O)(=O)C1CC1,1142.923294,Moonshot,id_2677
2678,O=C1NCC(C(=O)Nc2cncc3cc(F)ccc23)c2cc(Cl)ccc21,1145.54041,Moonshot,id_2678
2679,C1C(C2=C(C=CC(=C2)Cl)C(=O)N1)C(=O)NC3=C4C=CC(=CC4=CN=C3)F,1150,Pubchem&Chembl,id_2679
2680,CC#CC(=O)N(C(C(=O)N[C@@H](C)c1ccccc1)c1cccnc1)c1ccc(cc1)-c1ccccc1,1150,BindingDB,id_2680
2681,CN(C)C(=O)C1CCCC(C1)NC(=O)C(N(C(=O)CCl)c1ccc(cc1)-c1cnco1)c1cncnc1,1150,BindingDB,id_2681
2682,CC(=O)c1ccc(NC(=O)[C@H](N(C(=O)CCl)c2ccc(cc2)-c2ccns2)c2cnccn2)[nH]1,1150,BindingDB,id_2682
2683,CNC(=O)CN1CC(C)(C(=O)Nc2cncc3cccc(Cl)c23)c2cc(Cl)ccc2S1(=O)=O,1157.698579,Moonshot,id_2683
2684,C1C2=CC=CC=C2C(=O)N1[C@H](C3=CC=CC=C3)C(=O)O,1160,Pubchem&Chembl,id_2684
2685,C1CN(CCN1CC2=CC(=CC3=CC=CC=C32)C#N)C(=O)CCl,1160,Pubchem&Chembl,id_2685
2686,CC(C)(C)C1=CC=C(C=C1)N(C(C2=CC(=O)N=C3C2C=CC=C3)C(=O)NCCC4=CC(=CC=C4)F)C(=O)C5=COC=N5,1160,Pubchem&Chembl,id_2686
2687,CC1(CN(S(=O)(=O)C2=C1C=C(C=C2)Cl)CC(=O)NC)C(=O)NC3=C4C(=CN=C3)C=CC=C4Cl,1160,Pubchem&Chembl,id_2687
2688,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cc(=O)[nH]c2ccccc12)C(=O)c1cocn1,1160,BindingDB,id_2688
2689,OC(=O)[C@H](N1Cc2ccccc2C1=O)c1ccccc1,1160,BindingDB,id_2689
2690,ClCC(=O)N1CCN(Cc2cc(cc3ccccc23)C#N)CC1,1160,BindingDB,id_2690
2691,CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cc(=O)[nH]c3ccccc23)cc1,1162.398313,Moonshot,id_2691
2692,C1COC2=C(C1(CO)C(=O)NC3=CN=CC4=CC=CC=C43)C=C(C=C2)Cl,1170,Pubchem&Chembl,id_2692
2693,CC(C)(C)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4CNNN4,1170,Pubchem&Chembl,id_2693
2694,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]nn1,1170,BindingDB,id_2694
2695,COc1cccc(c1)C1=N\C(=C\c2sccc2C)C(=O)O1,1170,BindingDB,id_2695
2696,ClCC(=O)N1CC(c2cccc(c2)C#N)c2ccccc2C1,1170,BindingDB,id_2696
2697,COc1cccc(C2=N/C(=C/c3sccc3C)C(=O)O2)c1,1170.083678,Moonshot,id_2697
2698,CC(C)(C)c1ccc(N(C(=O)c2c[nH]nn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,1170.549374,Moonshot,id_2698
2699,N#Cc1cccc(C2CN(C(=O)CCl)Cc3ccccc32)c1,1172.090119,Moonshot,id_2699
2700,CCC1(C(=O)Nc2cncc3ccccc23)CNC(=O)c2ccc(Cl)cc21,1178.68898,Moonshot,id_2700
2701,C1C(NC1=O)OC2=CC(=CC(=C2)OCCNC(=O)C3=CC(=O)N=C4C3C=CC=C4)Cl,1180,Pubchem&Chembl,id_2701
2702,CCC1(CNC(=O)C2=C1C=C(C=C2)Cl)C(=O)NC3=CN=CC4=CC=CC=C43,1180,Pubchem&Chembl,id_2702
2703,CC1CCN(CC1)S(=O)(=O)c1ccc2NC(=O)C(=O)c2c1,1180,BindingDB,id_2703
2704,ClCC(=O)N(CCc1c[nH]c2ccncc12)C(C(=O)NC1CCCCC1)c1cccnc1,1180,BindingDB,id_2704
2705,FC1(F)CCC(CC1)NC(=O)C(N(C(=O)CCl)c1ccc(cc1)-c1cnc[nH]1)c1cncnc1,1180,BindingDB,id_2705
2706,Clc1cncc(OC(=O)c2cccc3ncoc23)c1,1190,BindingDB,id_2706
2707,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)CF,1200,Pubchem&Chembl,id_2707
2708,COc1cc(Cl)cc(c1)C1C=C(C(=O)N(C1=O)c1cccnc1)c1c[nH]c(=O)[nH]c1=O,1200,BindingDB,id_2708
2709,COc1ccc(Cl)cc1CC(=O)Nc1cncc2ccccc12,1200,BindingDB,id_2709
2710,C[C@H](NC(=O)C(N(C(=O)C(Cl)(Cl)Br)c1ccc(cc1)-c1ccccc1)c1cccnc1)c1ccccc1,1200,BindingDB,id_2710
2711,CC(C)C[C@@H](NC(=O)[C@H](NC(=O)COc1ccc(O)cc1)C(C)C)C(=O)N[C@H](C[C@H]1CCNC1=O)C(=O)c1nc2ccccc2s1,1200,BindingDB,id_2711
2712,C1CN(C2=C(C1C(=O)NC3=CN=CC4=CC=CC=C43)C=C(C=C2)Cl)CC5=NC=CN5,1210,Pubchem&Chembl,id_2712
2713,CC(C)(C)C1=CC=C(C=C1)N(C(C2=NC=CN=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=COC=N4,1210,Pubchem&Chembl,id_2713
2714,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cnccn1)C(=O)c1cocn1,1210,BindingDB,id_2714
2715,CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cnccn2)cc1,1211.410494,Moonshot,id_2715
2716,CC(C)CS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccc(C(C)(C)O)cc23)C1,1217.687303,Moonshot,id_2716
2717,CNS(=O)(=O)c1cc(CNC[C@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)ccc1F,1219.629638,Moonshot,id_2717
2718,CC(C)CS(=O)(=O)N1CC(C2=C(C1)C=CC(=C2)Cl)C(=O)NC3=C4C=C(C=CC4=CN=C3)C(C)(C)O,1220,Pubchem&Chembl,id_2718
2719,Cc1nnc(SC(=O)c2cc3ccccc3[nH]2)o1,1220,Pubchem&Chembl,id_2719
2720,CNS(=O)(=O)C1=C(C=CC(=C1)CNC[C@@]2(CCOC3=C2C=C(C=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54)F,1220,Pubchem&Chembl,id_2720
2721,C1CCN(C1)C(=O)[C@H]2CC[C@H](O2)C(=O)N[C@H](C3=CC(=CC=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54,1230,Pubchem&Chembl,id_2721
2722,C1CNC(=O)C1N2CC(C3=C(C2)C=CC(=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54,1230,Pubchem&Chembl,id_2722
2723,CC1=CC(=CC2=C1N(C(=O)C2=O)CC3=CC(=C(C=C3)OC)OC)Br,1230,Pubchem&Chembl,id_2723
2724,CN1CCN(C2=C(Cl)C(=O)N(c3ccc(Cl)c(Cl)c3)C2=O)CC1,1230,Pubchem&Chembl,id_2724
2725,CN1CCN(CC1)C1=C(Cl)C(=O)N(C1=O)c1ccc(Cl)c(Cl)c1,1230,BindingDB,id_2725
2726,COc1ccc(CN2C(=O)C(=O)c3cc(Br)cc(C)c23)cc1OC,1230,BindingDB,id_2726
2727,COc1ccc(CN2C(=O)C(=O)c3cc(Br)cc(C)c32)cc1OC,1230.596874,Moonshot,id_2727
2728,O=C(N[C@@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)[C@@H]1CC[C@H](C(=O)N2CCCC2)O1,1231.399435,Moonshot,id_2728
2729,O=C(Nc1cncc2ccccc12)C1CN(C2CCNC2=O)Cc2ccc(Cl)cc21,1234.859649,Moonshot,id_2729
2730,Cc1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,1239.431364,Moonshot,id_2730
2731,C=CC(=O)c1ccc2ccccc2c1,1240,Pubchem&Chembl,id_2731
2732,CC1=CC(=CC(=C1)Cl)CC2CCN(CC2)C(=O)CCl,1240,Pubchem&Chembl,id_2732
2733,CC1=CC2=CN=CC(=C2C=C1)NC(=O)CC3=CC(=CC=C3)Cl,1240,Pubchem&Chembl,id_2733
