inner_ID,Ligand SMILES,IC50 (nM),ref,onlyligand_token
id_4999,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,20000,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'O0', 'C0', 'C0', 'C0', 'N1', 'C0', 'S2', 'C0', 'C0', 'C0', 'C0', 'S2']"
id_2347,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H]1C2CCCC2CN1C(=O)c1cccnc1,749,BindingDB,"['O0', 'C3', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0']"
id_4689,O=C1c2ccccc2C(=O)N1CCNCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,14289.10897,Moonshot,"['O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0']"
id_7471,C1COC2=CC(=C(C=C2[C@H]1C(=O)NC3=CN=CC4=CC=CC=C43)Cl)F,99500,Pubchem&Chembl,"['C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'F1']"
id_7628,CC1=CSC2=NC(=C(N12)CN3CCN(CC3)CC4=CSC=C4)C,99500,Pubchem&Chembl,"['C0', 'C0', 'C0', 'S2', 'C3', 'N1', 'C0', 'C0', 'N1', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'S2', 'C0', 'C0', 'C0']"
id_6596,O=C(NCCc1ccccc1)[C@H](N1Cc2ccccc2C1=O)c1ccccc1,99000,BindingDB,"['O0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_4823,COC(=O)CCSc1cc(Cl)ccc1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,16640.63175,Moonshot,"['C0', 'O0', 'C0', 'O0', 'C0', 'C0', 'S2', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0']"
id_3943,CC1=C(C(=O)N(C=C1)[C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)NC(=O)OC(C)(C)C,6000,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C3', 'N7', 'N1', 'C0', 'O0', 'O0', 'C0', 'C0', 'C0', 'C0']"
id_2281,CC1(C2=C(C=C(C=C2)C(F)(F)F)C(=O)N(C1=O)C3=CN=CC4=CC=CC=C43)C,690,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'F1', 'F1', 'C0', 'O0', 'N1', 'C0', 'O0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_3403,CC(C)c1cc(F)c(NC(=O)[C@H](N(C(=O)CCl)c2ccc(cc2)-c2ccns2)c2cncnc2)c(F)c1,3060,BindingDB,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'N1', 'C0', 'O0', 'C0', 'N1', 'C0', 'O0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'S2', 'C0', 'C0', 'N1', 'C0', 'N1', 'C0', 'C0', 'F1', 'C0']"
id_4556,CNC(=O)CN1CC2=C(C=C(C=C2)Cl)[C@@]3(C1)CCN(C3=O)C4=CN=CC5=CC=CC=C54,11900,Pubchem&Chembl,"['C0', 'N1', 'C0', 'O0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_40,CC1=C2C=C(NC2=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C=O,2.39,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C3', 'O0']"
id_758,COc1cccc2[nH]c(cc12)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)CO,83,BindingDB,"['C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C3', 'O0', 'C0', 'O0']"
id_2768,C=CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,1338,Pubchem&Chembl,"['C3', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C3', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0']"
id_1674,O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)C2CC2)Cc2ccc(Cl)cc21,310.3048572,Moonshot,"['O0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'S6', 'O0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0']"
id_2119,COc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,550,BindingDB,"['C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0']"
id_4331,CC(=O)NC(C1=CC(=CC=C1)Cl)C(=O)NC2=CN=CC3=CC=CC=C32,9130,Pubchem&Chembl,"['C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_6699,Clc1cccc(CC(=O)NC2C(=O)Nc3ccccc23)c1,99000,BindingDB,"['Cl6', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_2941,Cc1nnc(SSc2ccccc2[N+]([O-])=O)o1,1713,BindingDB,"['C0', 'C0', 'N1', 'N1', 'C3', 'S2', 'S2', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'O0', 'O0', 'O0']"
id_1919,CS(=O)(=O)c1ccc2c(NC(=O)C3CCOc4ccc(Cl)cc34)cncc2c1,427,BindingDB,"['C3', 'S6', 'O0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0']"
id_3779,CC(C)[C@H](NC(=O)c1cc(C)on1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C(C)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(cc1Cl)[N+]([O-])=O,5000,BindingDB,"['C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'O0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'N1', 'O0', 'O0']"
id_2920,CC(=O)Nc1cnc(SSc2ccc(Br)cc2)s1,1651,BindingDB,"['C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'S8', 'S2', 'C0', 'C0', 'C0', 'C0', 'Br0', 'C0', 'C0', 'S2']"
id_7256,O=C(NCC(=O)N1CCCC1c1nc2ccccc2[nH]1)C1CCCC1,99500,Moonshot,"['O0', 'C0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_3108,CC1CN(Cc2cccc(Cl)c2)CCN1C(=O)CCl,2080,BindingDB,"['C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'Cl6']"
id_1771,CC(=O)N1CC[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,354.8185094,Moonshot,"['C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0']"
id_5936,C1COC2=C(C1C(=O)NC3=C(C=CN=C3)CO)C=C(C=C2)Cl,66400,Pubchem&Chembl,"['C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'Cl6']"
id_283,Fc1ccc(CCC(=O)N2C[C@@H]3CCC[C@H]3[C@@H]2C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)cc1F,17,BindingDB,"['F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C3', 'O0', 'C0', 'C0', 'F1']"
id_2741,C1CN([C@@H](CN1C(=O)CCl)C(=O)NCCC2=CC=CC=C2)S(=O)(=O)C3=CSC=C3,1280,Pubchem&Chembl,"['C0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'Cl6', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'S6', 'O0', 'O0', 'C0', 'C0', 'S2', 'C0', 'C0']"
id_770,CN(CCC#N)S(=O)(=O)N1CC(C2=C(C1)C=CC(=C2)Cl)C(=O)NC3=CN=CC4=CC=CC=C43,85,Pubchem&Chembl,"['C0', 'N1', 'C0', 'C0', 'C3', 'N7', 'S6', 'O0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_5438,COc1ccccc1N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,32800,BindingDB,"['C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_4140,Clc1ccc2C(CCOc2c1)C(=O)N(Cc1c[nH]c(=O)[nH]c1=O)c1cncc2ccccc12,7140,BindingDB,"['Cl6', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'N1', 'C0', 'O0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_6535,CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NCC3=CC=CC=N3,99000,Pubchem&Chembl,"['C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1']"
id_6822,C=CC(=O)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,99500,Moonshot,"['C3', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'S6', 'O0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0']"
id_4055,Clc1cccc(c1)C1C=C(C(=O)N(C1=O)c1cccnc1)c1c[nH]c(=O)[nH]c1=O,6380,BindingDB,"['Cl6', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'N1', 'C0', 'O0']"
id_7170,O=C(c1ccc2nnnn2c1)N1CCn2c(cc3ccccc32)C1,99500,Moonshot,"['O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'N1', 'N1', 'N1', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_3614,CC1=C(C(=NO1)C)S(=O)(=O)N2CCN(CC2)C(=O)CCl,4060,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'N1', 'O0', 'C0', 'S6', 'O0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'O0', 'C0', 'Cl6']"
id_553,C[C@H](NC(=O)[C@H](N(C(=O)C(Cl)(Br)Br)c1ccc(cc1)-c1ccccc1)c1cccnc1)c1ccccc1,50,BindingDB,"['C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'N1', 'C0', 'O0', 'C0', 'Cl6', 'Br0', 'Br0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_4511,F[C@H](Cl)C(=O)N([C@@H](C(=O)NC1CCC(F)(F)CC1)c1cncnc1)c1ccc(OC(F)(F)F)cc1C#N,11230,BindingDB,"['F1', 'C0', 'Cl6', 'C0', 'O0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'F1', 'F1', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'F1', 'F1', 'F1', 'C0', 'C0', 'C3', 'N7']"
id_3223,CSCCNC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,2450,BindingDB,"['C3', 'S2', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'O0', 'C3', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0']"
id_1911,COC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccc(cc12)S(C)(=O)=O,424,BindingDB,"['C0', 'O0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'S6', 'C3', 'O0', 'O0']"
id_7804,COc1ccccc1CN(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,99500,BindingDB,"['C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'C0', 'C0', 'O0', 'C3', 'N1']"
id_2292,CN(CCO)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,698.7713523,Moonshot,"['C0', 'N1', 'C0', 'C0', 'O0', 'S6', 'O0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0']"
id_5884,CN1CCCN(C1=O)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,61000,BindingDB,"['C0', 'N1', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'C0', 'C0', 'O0', 'C3', 'N1']"
id_2305,CC(C)Oc1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,712,BindingDB,"['C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'C0', 'C0', 'N1', 'C3', 'N1']"
id_3652,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccon1,4260,BindingDB,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'O0', 'N1']"
id_3470,CC(C)(C)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C=C,3360,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'O0', 'C0', 'C3']"
id_1492,CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3cc(F)ccc23)C1,257.2476955,Moonshot,"['C0', 'N1', 'C0', 'O0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0']"
id_3776,CN(C)CC(=O)NCC1(CCOC2=C1C=C(C=C2)Cl)C(=O)NC3=CN=CC4=CC=CC=C43,5000,Pubchem&Chembl,"['C0', 'N1', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_3148,CCC(C)c1ccc(cc1)N(C(C(=O)NC1CCCC1)c1cccnc1)C(=O)c1ccco1,2200,BindingDB,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'O0']"
id_6275,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1cccc(Oc2cccnn2)c1,99000,Moonshot,"['O0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'N1', 'C3', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'N1', 'N1', 'C0']"
id_3126,CC(C)(C)CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,2140,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_5839,CC1=C(C=NC=C1)NC(=O)CC2=CC(=CC(=C2)Cl)C3COC3,56900,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'O0', 'C0']"
id_1127,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H]1C2CCCC2CN1C(=O)c1cc2ccccc2[nH]1,153,BindingDB,"['O0', 'C3', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1']"
id_6505,CCCCC1=NC=C(N1)C2=NC=CN2CCC3=CC=CC=N3,99000,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1']"
id_2813,C1CC(C(=O)N(C1)C2=CN=CC3=CC=CC=C32)C4=CC(=C(C=C4)Cl)Cl,1450,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'Cl6']"
id_956,NC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,119.0979235,Moonshot,"['N1', 'C0', 'O0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_7560,CC(CN(C(C1=CN=CC=C1)C(=O)NCCC2=CC(=CC=C2)F)C(=O)C3=CC=CO3)(C4=CC=CC=C4F)C(=O)OC,99500,Pubchem&Chembl,"['C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'O0', 'O0', 'C0']"
id_4809,C[C@]1(CN(S(=O)(=O)C2=C1C=C(C=C2)Cl)CC(=O)NC)C(=O)NC3=CN=CC4=CC=CC=C43,16100,Pubchem&Chembl,"['C0', 'C0', 'C0', 'N1', 'S6', 'O0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_1527,CC1(CC1)CS(=O)(=O)N2CC3=C(C=C(C=C3)Cl)C4(C2)CCN(C4=O)C5=CN=CC6=CC=CC=C65,265,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'S6', 'O0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_3867,OC(=O)c1ccc(\C=C2/C(=O)N(N=C2c2ccccc2)c2ccc(cc2)C#N)cc1,5500,BindingDB,"['O0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C3', 'N7', 'C0', 'C0']"
